CustomerID,Recency,Frequency,Monetary,rfm_features,rfm_standardized,prediction,RFM_Score,RFM_ScoreGroup,Loyalty
14305,72,3,1865.0,"[72.0,3.0,1865.0]","[0.7234106486736029,0.41633418003854206,0.24915809923500298]",1,4,211,Platinum
13124,90,3,3894.0,"[90.0,3.0,3894.0]","[0.9042633108420037,0.41633418003854206,0.5202260795823601]",1,5,311,Platinum
15120,134,1,361.0,"[134.0,1.0,361.0]","[1.3463475961425388,0.13877806001284734,0.04822845781438932]",1,9,333,Silver
14130,320,1,494.0,"[320.0,1.0,494.0]","[3.2151584385493464,0.13877806001284734,0.06599683700916434]",0,7,322,Gold
16378,248,3,364.0,"[248.0,3.0,364.0]","[2.4917477898757436,0.41633418003854206,0.04862924832254214]",0,8,323,Silver
16650,72,1,518.0,"[72.0,1.0,518.0]","[0.7234106486736029,0.13877806001284734,0.06920316107438688]",1,6,222,Gold
16432,65,1,288.0,"[65.0,1.0,288.0]","[0.653079057830336,0.13877806001284734,0.038475888782670706]",1,8,233,Silver
17123,162,1,346.0,"[162.0,1.0,346.0]","[1.6276739595156067,0.13877806001284734,0.04622450527362522]",0,9,333,Silver
17530,2,10,2409.0,"[2.0,10.0,2409.0]","[0.020094740240933415,1.3877806001284734,0.32183477804671434]",1,3,111,Platinum
14594,8,2,386.0,"[8.0,2.0,386.0]","[0.08037896096373366,0.2775561200256947,0.05156837871566282]",1,5,122,Platinum
14739,5,7,3906.0,"[5.0,7.0,3906.0]","[0.05023685060233354,0.9714464200899314,0.5218292416149715]",1,4,121,Platinum
14901,12,9,1427.0,"[12.0,9.0,1427.0]","[0.1205684414456005,1.2490025401156262,0.1906426850446913]",1,3,111,Platinum
16692,257,2,1277.0,"[257.0,2.0,1277.0]","[2.582174120959944,0.2775561200256947,0.1706031596370503]",0,7,331,Gold
14021,156,3,635.0,"[156.0,3.0,635.0]","[1.5673897387928064,0.41633418003854206,0.08483399089234686]",0,8,332,Silver
14247,279,1,139.0,"[279.0,1.0,139.0]","[2.8032162636102114,0.13877806001284734,0.018569960211080653]",0,9,333,Silver
16892,2,5,531.0,"[2.0,5.0,531.0]","[0.020094740240933415,0.6938903000642367,0.07093991994304912]",1,4,112,Platinum
16996,31,6,1456.0,"[31.0,6.0,1456.0]","[0.31146847373446795,0.8326683600770841,0.19451699329016855]",1,5,221,Platinum
16674,55,2,327.0,"[55.0,2.0,327.0]","[0.5526053566256689,0.2775561200256947,0.04368616538865736]",1,6,213,Gold
16107,18,7,3210.0,"[18.0,7.0,3210.0]","[0.18085266216840074,0.9714464200899314,0.4288458437235172]",1,4,121,Platinum
16287,170,1,142.0,"[170.0,1.0,142.0]","[1.7080529204793402,0.13877806001284734,0.018970750719233473]",0,9,333,Silver
16496,9,3,1608.0,"[9.0,3.0,1608.0]","[0.09042633108420037,0.41633418003854206,0.21482371236991143]",1,3,111,Platinum
17738,20,4,1884.0,"[20.0,4.0,1884.0]","[0.20094740240933415,0.5551122400513894,0.25169643911997086]",1,3,111,Platinum
16789,9,1,82.0,"[9.0,1.0,82.0]","[0.09042633108420037,0.13877806001284734,0.010954940556177075]",1,7,133,Gold
15287,23,2,487.0,"[23.0,2.0,487.0]","[0.23108951277073428,0.2775561200256947,0.06506165915680776]",1,6,132,Gold
15227,37,5,1226.0,"[37.0,5.0,1226.0]","[0.37175269445726816,0.6938903000642367,0.16378972099845238]",1,5,221,Platinum
13663,180,1,192.0,"[180.0,1.0,192.0]","[1.8085266216840075,0.13877806001284734,0.02565059252178047]",0,9,333,Silver
14700,33,3,2253.0,"[33.0,3.0,2253.0]","[0.33156321397540134,0.41633418003854206,0.3009936716227677]",1,4,211,Platinum
18189,78,2,1098.0,"[78.0,2.0,1098.0]","[0.7836948693964032,0.2775561200256947,0.14668932598393206]",1,6,222,Gold
16725,303,7,790.0,"[303.0,7.0,790.0]","[3.0443531465014124,0.9714464200899314,0.10554150048024255]",0,6,312,Gold
17523,12,4,653.0,"[12.0,4.0,653.0]","[0.1205684414456005,0.5551122400513894,0.08723873394126379]",1,5,122,Platinum
17406,334,3,2206.0,"[334.0,3.0,2206.0]","[3.35582162023588,0.41633418003854206,0.29471462032837353]",0,5,311,Platinum
13527,34,7,2321.0,"[34.0,7.0,2321.0]","[0.3416105840958681,0.9714464200899314,0.3100782564742316]",1,4,211,Platinum
16814,15,21,6555.0,"[15.0,21.0,6555.0]","[0.1507105518070006,2.914339260269794,0.8757272603139113]",3,3,111,Platinum
15214,2,8,1669.0,"[2.0,8.0,1669.0]","[0.020094740240933415,1.1102244801027787,0.22297311936901876]",1,3,111,Platinum
12831,263,1,216.0,"[263.0,1.0,216.0]","[2.6424583416827443,0.13877806001284734,0.02885691658700303]",0,9,333,Silver
14057,24,17,6242.0,"[24.0,17.0,6242.0]","[0.241136882891201,2.359227020218405,0.8339114506299672]",3,3,111,Platinum
15434,9,5,1048.0,"[9.0,5.0,1048.0]","[0.09042633108420037,0.6938903000642367,0.14000948418138506]",1,5,122,Platinum
16108,85,1,841.0,"[85.0,1.0,841.0]","[0.8540264602396701,0.13877806001284734,0.1123549391188405]",1,6,222,Gold
15680,10,3,1342.0,"[10.0,3.0,1342.0]","[0.10047370120466707,0.41633418003854206,0.1792869539803614]",1,3,111,Platinum
16669,24,3,1386.0,"[24.0,3.0,1386.0]","[0.241136882891201,0.41633418003854206,0.18516521476660278]",1,3,111,Platinum
16208,45,2,672.0,"[45.0,2.0,672.0]","[0.45213165542100187,0.2775561200256947,0.08977707382623164]",1,6,222,Gold
15087,282,1,306.0,"[282.0,1.0,306.0]","[2.8333583739716115,0.13877806001284734,0.040880631831587626]",0,9,333,Silver
17022,32,1,71.0,"[32.0,1.0,71.0]","[0.32151584385493465,0.13877806001284734,0.009485375359616736]",1,8,233,Silver
15142,47,1,499.0,"[47.0,1.0,499.0]","[0.47222639566193525,0.13877806001284734,0.06666482118941904]",1,6,222,Gold
16050,174,1,139.0,"[174.0,1.0,139.0]","[1.7482424009612072,0.13877806001284734,0.018569960211080653]",0,9,333,Silver
14697,219,2,192.0,"[219.0,2.0,192.0]","[2.200374056382209,0.2775561200256947,0.02565059252178047]",0,9,333,Silver
16384,90,2,587.0,"[90.0,2.0,587.0]","[0.9042633108420037,0.2775561200256947,0.07842134276190174]",1,7,322,Gold
13391,204,1,60.0,"[204.0,1.0,60.0]","[2.0496635045752085,0.13877806001284734,0.008015810163056396]",0,9,333,Silver
14878,13,9,1495.0,"[13.0,9.0,1495.0]","[0.1306158115660672,1.2490025401156262,0.19972726989615522]",1,3,111,Platinum
13599,2,21,5176.0,"[2.0,21.0,5176.0]","[0.020094740240933415,2.914339260269794,0.6914972233996651]",3,3,111,Platinum
12845,268,4,356.0,"[268.0,4.0,356.0]","[2.6926951922850777,0.5551122400513894,0.04756047363413462]",0,8,323,Silver
14553,20,5,867.0,"[20.0,5.0,867.0]","[0.20094740240933415,0.6938903000642367,0.11582845685616493]",1,4,112,Platinum
15756,62,4,541.0,"[62.0,4.0,541.0]","[0.6229369474689359,0.5551122400513894,0.07227588830355851]",1,5,212,Platinum
12944,36,2,605.0,"[36.0,2.0,605.0]","[0.36170532433680147,0.2775561200256947,0.08082608581081867]",1,6,222,Gold
14748,30,5,1417.0,"[30.0,5.0,1417.0]","[0.3014211036140012,0.6938903000642367,0.1893067166841819]",1,4,211,Platinum
15665,169,2,2253.0,"[169.0,2.0,2253.0]","[1.6980055503588736,0.2775561200256947,0.3009936716227677]",0,5,311,Platinum
13082,127,9,3623.0,"[127.0,9.0,3623.0]","[1.276016005299272,1.2490025401156262,0.4840213370125554]",1,5,311,Platinum
18013,156,2,189.0,"[156.0,2.0,189.0]","[1.5673897387928064,0.2775561200256947,0.02524980201362765]",0,8,323,Silver
13327,39,8,3632.0,"[39.0,8.0,3632.0]","[0.3918474346982016,1.1102244801027787,0.48522370853701385]",1,4,211,Platinum
13705,8,3,713.0,"[8.0,3.0,713.0]","[0.08037896096373366,0.41633418003854206,0.09525454410432017]",1,5,122,Platinum
17086,8,6,2063.0,"[8.0,6.0,2063.0]","[0.08037896096373366,0.8326683600770841,0.2756102727730891]",1,3,111,Platinum
16528,4,1,244.0,"[4.0,1.0,244.0]","[0.04018948048186683,0.13877806001284734,0.032597627996429346]",1,7,133,Gold
16936,26,1,269.0,"[26.0,1.0,269.0]","[0.2612316231321344,0.13877806001284734,0.03593754889770284]",1,7,223,Gold
14027,61,1,104.0,"[61.0,1.0,104.0]","[0.6128895773484692,0.13877806001284734,0.013894070949297755]",1,8,233,Silver
13656,165,2,380.0,"[165.0,2.0,380.0]","[1.6578160698770068,0.2775561200256947,0.05076679769935718]",0,7,322,Gold
16881,67,1,432.0,"[67.0,1.0,432.0]","[0.6731737980712694,0.13877806001284734,0.05771383317400606]",1,7,232,Gold
15220,52,6,1784.0,"[52.0,6.0,1784.0]","[0.5224632462642688,0.8326683600770841,0.23833675551487687]",1,4,211,Platinum
16898,27,3,513.0,"[27.0,3.0,513.0]","[0.27127899325260113,0.41633418003854206,0.06853517689413219]",1,5,212,Platinum
13140,109,3,428.0,"[109.0,3.0,428.0]","[1.0951633431308712,0.41633418003854206,0.0571794458298023]",1,7,322,Gold
15160,358,1,158.0,"[358.0,1.0,158.0]","[3.596958503127081,0.13877806001284734,0.021108300096048513]",0,9,333,Silver
13064,13,4,1129.0,"[13.0,4.0,1129.0]","[0.1306158115660672,0.5551122400513894,0.1508308279015112]",1,4,121,Platinum
17133,16,7,4894.0,"[16.0,7.0,4894.0]","[0.16075792192746732,0.9714464200899314,0.6538229156333001]",1,4,121,Platinum
17664,19,2,608.0,"[19.0,2.0,608.0]","[0.19090003228886746,0.2775561200256947,0.08122687631897149]",1,5,122,Platinum
16852,11,2,147.0,"[11.0,2.0,147.0]","[0.11052107132513378,0.2775561200256947,0.019638734899488173]",1,7,133,Gold
17891,163,1,201.0,"[163.0,1.0,201.0]","[1.6377213296360733,0.13877806001284734,0.02685296404623893]",0,8,323,Silver
13606,30,3,285.0,"[30.0,3.0,285.0]","[0.3014211036140012,0.41633418003854206,0.03807509827451788]",1,7,223,Gold
13704,6,9,2319.0,"[6.0,9.0,2319.0]","[0.06028422072280025,1.2490025401156262,0.3098110628021297]",1,3,111,Platinum
13187,338,1,237.0,"[338.0,1.0,237.0]","[3.396011100717747,0.13877806001284734,0.03166245014407277]",0,8,323,Silver
16124,318,1,251.0,"[318.0,1.0,251.0]","[3.195063698308413,0.13877806001284734,0.03353280584878593]",0,9,333,Silver
15448,313,1,497.0,"[313.0,1.0,497.0]","[3.1448268477060797,0.13877806001284734,0.06639762751731715]",0,7,322,Gold
17616,174,3,571.0,"[174.0,3.0,571.0]","[1.7482424009612072,0.41633418003854206,0.07628379338508672]",0,8,332,Silver
14923,51,1,750.0,"[51.0,1.0,750.0]","[0.5124158761438021,0.13877806001284734,0.10019762703820496]",1,6,222,Gold
13151,296,1,1266.0,"[296.0,1.0,1266.0]","[2.9740215556581453,0.13877806001284734,0.16913359444048998]",0,5,311,Platinum
16850,334,1,333.0,"[334.0,1.0,333.0]","[3.35582162023588,0.13877806001284734,0.044487746404963]",0,9,333,Silver
13819,302,3,1144.0,"[302.0,3.0,1144.0]","[3.0343057763809456,0.41633418003854206,0.1528347804422753]",0,6,321,Gold
13102,2,24,6434.0,"[2.0,24.0,6434.0]","[0.020094740240933415,3.3306734403083365,0.8595620431517476]",3,3,111,Platinum
16161,2,19,5629.0,"[2.0,19.0,5629.0]","[0.020094740240933415,2.6367831402440993,0.752016590130741]",3,3,111,Platinum
14189,3,15,4664.0,"[3.0,15.0,4664.0]","[0.030142110361400125,2.08167090019271,0.6230956433415838]",3,3,111,Platinum
15358,5,22,8378.0,"[5.0,22.0,8378.0]","[0.05023685060233354,3.0531173202826416,1.119274292434775]",3,3,111,Platinum
16729,39,21,7286.0,"[39.0,21.0,7286.0]","[0.3918474346982016,2.914339260269794,0.9733865474671485]",3,4,211,Platinum
17432,19,2,368.0,"[19.0,2.0,368.0]","[0.19090003228886746,0.2775561200256947,0.0491636356667459]",1,6,123,Gold
17338,18,8,6704.0,"[18.0,8.0,6704.0]","[0.18085266216840074,1.1102244801027787,0.8956331888855014]",1,3,111,Platinum
17667,67,5,2071.0,"[67.0,5.0,2071.0]","[0.6731737980712694,0.6938903000642367,0.27667904746149663]",1,4,211,Platinum
16059,66,6,1483.0,"[66.0,6.0,1483.0]","[0.6631264279508027,0.8326683600770841,0.19812410786354392]",1,4,211,Platinum
17912,311,5,314.0,"[311.0,5.0,314.0]","[3.124732107465146,0.6938903000642367,0.041949406519995146]",0,8,323,Silver
18136,64,3,788.0,"[64.0,3.0,788.0]","[0.6430316877098693,0.41633418003854206,0.10527430680814068]",1,6,222,Gold
17887,130,1,112.0,"[130.0,1.0,112.0]","[1.306158115660672,0.13877806001284734,0.014962845637705273]",1,9,333,Silver
15158,46,1,401.0,"[46.0,1.0,401.0]","[0.46217902554146856,0.13877806001284734,0.053572331256426915]",1,7,232,Gold
17122,120,1,140.0,"[120.0,1.0,140.0]","[1.2056844144560048,0.13877806001284734,0.018703557047131593]",1,9,333,Silver
15006,52,1,510.0,"[52.0,1.0,510.0]","[0.5224632462642688,0.13877806001284734,0.06813438638597938]",1,5,212,Platinum
13569,18,2,379.0,"[18.0,2.0,379.0]","[0.18085266216840074,0.2775561200256947,0.05063320086330624]",1,4,112,Platinum
15396,113,1,289.0,"[113.0,1.0,289.0]","[1.135352823612738,0.13877806001284734,0.03860948561872164]",1,9,333,Silver
17232,3,2,425.0,"[3.0,2.0,425.0]","[0.030142110361400125,0.2775561200256947,0.056778655321649475]",1,5,122,Platinum
14981,247,1,105.0,"[247.0,1.0,105.0]","[2.4817004197552768,0.13877806001284734,0.014027667785348695]",0,9,333,Silver
16758,66,1,369.0,"[66.0,1.0,369.0]","[0.6631264279508027,0.13877806001284734,0.04929723250279684]",1,8,233,Silver
16709,85,5,3037.0,"[85.0,5.0,3037.0]","[0.8540264602396701,0.6938903000642367,0.4057335910867046]",1,4,211,Platinum
16710,20,10,2513.0,"[20.0,10.0,2513.0]","[0.20094740240933415,1.3877806001284734,0.3357288489960121]",1,3,111,Platinum
16239,57,2,417.0,"[57.0,2.0,417.0]","[0.5727000968666024,0.2775561200256947,0.055709880633241955]",1,7,232,Gold
17758,20,8,3476.0,"[20.0,8.0,3476.0]","[0.20094740240933415,1.1102244801027787,0.46438260211306726]",1,3,111,Platinum
12942,132,3,690.0,"[132.0,3.0,690.0]","[1.3262528559016054,0.41633418003854206,0.09218181687514856]",1,6,312,Gold
15107,312,6,321.0,"[312.0,6.0,321.0]","[3.134779477585613,0.8326683600770841,0.04288458437235172]",0,9,333,Silver
14127,123,3,715.0,"[123.0,3.0,715.0]","[1.235826524817405,0.41633418003854206,0.09552173777642206]",1,7,322,Gold
17686,8,7,5786.0,"[8.0,7.0,5786.0]","[0.08037896096373366,0.9714464200899314,0.7729912933907385]",1,3,111,Platinum
15821,45,2,577.0,"[45.0,2.0,577.0]","[0.45213165542100187,0.2775561200256947,0.07708537440139235]",1,6,222,Gold
13173,5,2,356.0,"[5.0,2.0,356.0]","[0.05023685060233354,0.2775561200256947,0.04756047363413462]",1,6,123,Gold
13396,30,2,1362.0,"[30.0,2.0,1362.0]","[0.3014211036140012,0.2775561200256947,0.18195889070138022]",1,5,221,Platinum
15597,36,1,327.0,"[36.0,1.0,327.0]","[0.36170532433680147,0.13877806001284734,0.04368616538865736]",1,8,233,Silver
14971,36,3,1128.0,"[36.0,3.0,1128.0]","[0.36170532433680147,0.41633418003854206,0.15069723106546026]",1,4,211,Platinum
13011,373,1,51.0,"[373.0,1.0,51.0]","[3.747669054934082,0.13877806001284734,0.006813438638597937]",0,9,333,Silver
16430,58,1,302.0,"[58.0,1.0,302.0]","[0.582747466987069,0.13877806001284734,0.040346244487383866]",1,8,233,Silver
13525,15,2,629.0,"[15.0,2.0,629.0]","[0.1507105518070006,0.2775561200256947,0.08403240987604123]",1,6,132,Gold
15269,24,1,409.0,"[24.0,1.0,409.0]","[0.241136882891201,0.13877806001284734,0.054641105944834435]",1,6,132,Gold
14238,327,1,149.0,"[327.0,1.0,149.0]","[3.2854900293926135,0.13877806001284734,0.019905928571590053]",0,9,333,Silver
14661,27,1,108.0,"[27.0,1.0,108.0]","[0.27127899325260113,0.13877806001284734,0.014428458293501515]",1,8,233,Silver
17090,5,7,2046.0,"[5.0,7.0,2046.0]","[0.05023685060233354,0.9714464200899314,0.27333912656022313]",1,4,121,Platinum
13715,282,5,1097.0,"[282.0,5.0,1097.0]","[2.8333583739716115,0.6938903000642367,0.14655572914788112]",0,6,312,Gold
16639,32,3,1263.0,"[32.0,3.0,1263.0]","[0.32151584385493465,0.41633418003854206,0.16873280393233714]",1,5,221,Platinum
15541,115,1,86.0,"[115.0,1.0,86.0]","[1.1554475638536714,0.13877806001284734,0.011489327900380835]",1,8,323,Silver
16567,195,2,865.0,"[195.0,2.0,865.0]","[1.959237173491008,0.2775561200256947,0.11556126318406305]",0,7,322,Gold
14341,46,8,2196.0,"[46.0,8.0,2196.0]","[0.46217902554146856,1.1102244801027787,0.2933786519678641]",1,4,211,Platinum
17047,86,3,1106.0,"[86.0,3.0,1106.0]","[0.8640738303601369,0.41633418003854206,0.14775810067233958]",1,6,222,Gold
14206,240,1,327.0,"[240.0,1.0,327.0]","[2.4113688289120097,0.13877806001284734,0.04368616538865736]",0,9,333,Silver
16233,72,3,536.0,"[72.0,3.0,536.0]","[0.7234106486736029,0.41633418003854206,0.07160790412330381]",1,7,232,Gold
15762,66,2,588.0,"[66.0,2.0,588.0]","[0.6631264279508027,0.2775561200256947,0.07855493959795269]",1,6,222,Gold
15300,65,1,497.0,"[65.0,1.0,497.0]","[0.653079057830336,0.13877806001284734,0.06639762751731715]",1,6,222,Gold
15185,71,1,311.0,"[71.0,1.0,311.0]","[0.7133632785531362,0.13877806001284734,0.04154861601184232]",1,8,233,Silver
14424,18,1,322.0,"[18.0,1.0,322.0]","[0.18085266216840074,0.13877806001284734,0.04301818120840266]",1,7,133,Gold
13462,253,1,153.0,"[253.0,1.0,153.0]","[2.541984640478077,0.13877806001284734,0.020440315915793813]",0,9,333,Silver
15143,226,1,262.0,"[226.0,1.0,262.0]","[2.270705647225476,0.13877806001284734,0.035002371045346266]",0,9,333,Silver
17604,218,2,311.0,"[218.0,2.0,311.0]","[2.1903266862617423,0.2775561200256947,0.04154861601184232]",0,8,323,Silver
17867,31,6,1195.0,"[31.0,6.0,1195.0]","[0.31146847373446795,0.8326683600770841,0.15964821908087323]",1,4,211,Platinum
13709,4,13,6368.0,"[4.0,13.0,6368.0]","[0.04018948048186683,1.8041147801670154,0.8507446519723856]",3,3,111,Platinum
15140,53,7,2362.0,"[53.0,7.0,2362.0]","[0.5325106163847355,0.9714464200899314,0.31555572675232013]",1,4,211,Platinum
14443,54,4,1433.0,"[54.0,4.0,1433.0]","[0.5425579865052023,0.5551122400513894,0.19144426606099693]",1,4,211,Platinum
14530,26,6,2948.0,"[26.0,6.0,2948.0]","[0.2612316231321344,0.8326683600770841,0.39384347267817094]",1,4,211,Platinum
13759,34,2,662.0,"[34.0,2.0,662.0]","[0.3416105840958681,0.2775561200256947,0.08844110546572224]",1,6,222,Gold
14083,5,9,1035.0,"[5.0,9.0,1035.0]","[0.05023685060233354,1.2490025401156262,0.13827272531272283]",1,4,112,Platinum
14116,20,5,1386.0,"[20.0,5.0,1386.0]","[0.20094740240933415,0.6938903000642367,0.18516521476660278]",1,3,111,Platinum
15910,1,8,1251.0,"[1.0,8.0,1251.0]","[0.010047370120466708,1.1102244801027787,0.16712964189972587]",1,3,111,Platinum
16426,3,10,1916.0,"[3.0,10.0,1916.0]","[0.030142110361400125,1.3877806001284734,0.25597153787360094]",1,3,111,Platinum
17552,61,4,933.0,"[61.0,4.0,933.0]","[0.6128895773484692,0.5551122400513894,0.12464584803552697]",1,6,222,Gold
13889,93,1,417.0,"[93.0,1.0,417.0]","[0.9344054212034039,0.13877806001284734,0.055709880633241955]",1,8,332,Silver
18202,200,3,1404.0,"[200.0,3.0,1404.0]","[2.0094740240933415,0.41633418003854206,0.1875699578155197]",0,6,321,Gold
14506,18,5,2039.0,"[18.0,5.0,2039.0]","[0.18085266216840074,0.6938903000642367,0.27240394870786655]",1,3,111,Platinum
16163,233,2,856.0,"[233.0,2.0,856.0]","[2.341037238068743,0.2775561200256947,0.1143588916596046]",0,8,332,Silver
15201,88,5,1238.0,"[88.0,5.0,1238.0]","[0.8841685706010702,0.6938903000642367,0.16539288303106364]",1,5,221,Platinum
14631,51,3,1005.0,"[51.0,3.0,1005.0]","[0.5124158761438021,0.41633418003854206,0.13426482023119465]",1,6,222,Gold
17096,16,4,1029.0,"[16.0,4.0,1029.0]","[0.16075792192746732,0.5551122400513894,0.1374711442964172]",1,5,122,Platinum
17252,117,2,350.0,"[117.0,2.0,350.0]","[1.1755423040946047,0.2775561200256947,0.04675889261782898]",1,7,313,Gold
14362,23,1,161.0,"[23.0,1.0,161.0]","[0.23108951277073428,0.13877806001284734,0.02150909060420133]",1,6,123,Gold
18120,215,1,113.0,"[215.0,1.0,113.0]","[2.160184575900342,0.13877806001284734,0.015096442473756213]",0,9,333,Silver
13062,192,1,348.0,"[192.0,1.0,348.0]","[1.929095063129608,0.13877806001284734,0.0464916989457271]",0,9,333,Silver
17139,16,12,10750.0,"[16.0,12.0,10750.0]","[0.16075792192746732,1.6653367201541682,1.4361659875476045]",3,3,111,Platinum
14866,11,12,14393.0,"[11.0,12.0,14393.0]","[0.11052107132513378,1.6653367201541682,1.9228592612811786]",3,3,111,Platinum
17450,9,46,194564.0,"[9.0,46.0,194564.0]","[0.09042633108420037,6.383790760590978,25.99313480941508]",2,3,111,Platinum
13014,11,10,3482.0,"[11.0,10.0,3482.0]","[0.11052107132513378,1.3877806001284734,0.4651841831293729]",1,3,111,Platinum
17015,29,3,1861.0,"[29.0,3.0,1861.0]","[0.2913737334935345,0.41633418003854206,0.24862371189079924]",1,4,211,Platinum
15669,41,4,688.0,"[41.0,4.0,688.0]","[0.41194217493913504,0.5551122400513894,0.09191462320304668]",1,6,222,Gold
15392,5,4,1536.0,"[5.0,4.0,1536.0]","[0.05023685060233354,0.5551122400513894,0.20520474017424375]",1,3,111,Platinum
16376,9,2,996.0,"[9.0,2.0,996.0]","[0.09042633108420037,0.2775561200256947,0.1330624487067362]",1,4,112,Platinum
13189,19,2,263.0,"[19.0,2.0,263.0]","[0.19090003228886746,0.2775561200256947,0.0351359678813972]",1,6,123,Gold
13479,201,2,303.0,"[201.0,2.0,303.0]","[2.0195213942138084,0.2775561200256947,0.0404798413234348]",0,9,333,Silver
17405,2,3,1038.0,"[2.0,3.0,1038.0]","[0.020094740240933415,0.41633418003854206,0.13867351582087567]",1,4,112,Platinum
15099,85,1,414.0,"[85.0,1.0,414.0]","[0.8540264602396701,0.13877806001284734,0.05530909012508914]",1,6,222,Gold
14651,68,2,662.0,"[68.0,2.0,662.0]","[0.6832211681917362,0.2775561200256947,0.08844110546572224]",1,5,212,Platinum
13561,216,1,143.0,"[216.0,1.0,143.0]","[2.170231946020809,0.13877806001284734,0.019104347555284413]",0,9,333,Silver
13090,9,14,8919.0,"[9.0,14.0,8919.0]","[0.09042633108420037,1.9428928401798629,1.1915501807383333]",3,3,111,Platinum
15021,9,9,1928.0,"[9.0,9.0,1928.0]","[0.09042633108420037,1.2490025401156262,0.25757469990621223]",1,3,111,Platinum
12915,149,2,366.0,"[149.0,2.0,366.0]","[1.4970581479495395,0.2775561200256947,0.04889644199464402]",0,9,333,Silver
14503,4,6,3548.0,"[4.0,6.0,3548.0]","[0.04018948048186683,0.8326683600770841,0.4740015743087349]",1,3,111,Platinum
13546,13,3,628.0,"[13.0,3.0,628.0]","[0.1306158115660672,0.41633418003854206,0.08389881303999029]",1,4,112,Platinum
13723,218,1,201.0,"[218.0,1.0,201.0]","[2.1903266862617423,0.13877806001284734,0.02685296404623893]",0,9,333,Silver
15623,142,1,303.0,"[142.0,1.0,303.0]","[1.4267265571062724,0.13877806001284734,0.0404798413234348]",1,9,333,Silver
17832,50,1,151.0,"[50.0,1.0,151.0]","[0.5023685060233354,0.13877806001284734,0.020173122243691933]",1,7,223,Gold
13218,128,1,63.0,"[128.0,1.0,63.0]","[1.2860633754197386,0.13877806001284734,0.008416600671209216]",1,9,333,Silver
13947,66,1,92.0,"[66.0,1.0,92.0]","[0.6631264279508027,0.13877806001284734,0.012290908916686475]",1,8,233,Silver
16903,30,1,375.0,"[30.0,1.0,375.0]","[0.3014211036140012,0.13877806001284734,0.05009881351910248]",1,6,222,Gold
16557,25,2,284.0,"[25.0,2.0,284.0]","[0.2511842530116677,0.2775561200256947,0.037941501438466946]",1,8,233,Silver
18200,107,1,168.0,"[107.0,1.0,168.0]","[1.0750686028899377,0.13877806001284734,0.02244426845655791]",1,8,323,Silver
16931,6,21,4667.0,"[6.0,21.0,4667.0]","[0.06028422072280025,2.914339260269794,0.6234964338497367]",3,3,111,Platinum
13956,6,5,1037.0,"[6.0,5.0,1037.0]","[0.06028422072280025,0.6938903000642367,0.13853991898482473]",1,4,112,Platinum
15373,9,12,2430.0,"[9.0,12.0,2430.0]","[0.09042633108420037,1.6653367201541682,0.3246403116037841]",3,3,111,Platinum
18273,3,3,204.0,"[3.0,3.0,204.0]","[0.030142110361400125,0.41633418003854206,0.02725375455439175]",1,7,133,Gold
15709,284,1,133.0,"[284.0,1.0,133.0]","[2.8534531142125448,0.13877806001284734,0.017768379194775013]",0,9,333,Silver
14227,27,10,3378.0,"[27.0,10.0,3378.0]","[0.27127899325260113,1.3877806001284734,0.45129011218007514]",1,4,211,Platinum
17061,74,11,5243.0,"[74.0,11.0,5243.0]","[0.7435053889145363,1.5265586601413208,0.7004482114150782]",3,4,211,Platinum
14653,2,7,1965.0,"[2.0,7.0,1965.0]","[0.020094740240933415,0.9714464200899314,0.26251778284009697]",1,3,111,Platinum
13750,54,5,1649.0,"[54.0,5.0,1649.0]","[0.5425579865052023,0.6938903000642367,0.22030118264799997]",1,5,221,Platinum
14859,13,4,1361.0,"[13.0,4.0,1361.0]","[0.1306158115660672,0.5551122400513894,0.18182529386532925]",1,4,121,Platinum
15880,370,1,343.0,"[370.0,1.0,343.0]","[3.7175269445726817,0.13877806001284734,0.0458237147654724]",0,7,313,Gold
15561,12,4,804.0,"[12.0,4.0,804.0]","[0.1205684414456005,0.5551122400513894,0.10741185618495572]",1,5,122,Platinum
17696,39,8,2295.0,"[39.0,8.0,2295.0]","[0.3918474346982016,1.1102244801027787,0.3066047387369072]",1,4,211,Platinum
13978,15,2,200.0,"[15.0,2.0,200.0]","[0.1507105518070006,0.2775561200256947,0.02671936721018799]",1,7,133,Gold
13159,9,4,1454.0,"[9.0,4.0,1454.0]","[0.09042633108420037,0.5551122400513894,0.19424979961806668]",1,3,111,Platinum
16350,22,4,1124.0,"[22.0,4.0,1124.0]","[0.22104214265026756,0.5551122400513894,0.1501628437212565]",1,4,121,Platinum
15030,72,2,518.0,"[72.0,2.0,518.0]","[0.7234106486736029,0.2775561200256947,0.06920316107438688]",1,7,232,Gold
14761,59,2,256.0,"[59.0,2.0,256.0]","[0.5927948371075358,0.2775561200256947,0.034200790029040626]",1,8,233,Silver
16498,162,2,102.0,"[162.0,2.0,102.0]","[1.6276739595156067,0.2775561200256947,0.013626877277195875]",0,9,333,Silver
16517,278,1,163.0,"[278.0,1.0,163.0]","[2.793168893489745,0.13877806001284734,0.02177628427630321]",0,9,333,Silver
15475,78,1,454.0,"[78.0,1.0,454.0]","[0.7836948693964032,0.13877806001284734,0.06065296356712673]",1,6,222,Gold
